Name,Integrality_Gap,Stop_Condition,Iterations,Time(msec),Check_Feasibility,Objvalue
msharetest,BENCHMARK,0.0,0.0,0.0,12.0,0.0,0.0
msharetest,BENCHMARK2,0.0,0.0,0.0,3.0,0.0,0.0
msharetest,BBFPT,0.0,0.0,-1.0,23.0,0.0,0.0
msharetest,BENCHMARK,0.0,0.0,0.0,13.0,0.0,0.0
msharetest,BENCHMARK2,0.0,0.0,0.0,3.0,0.0,0.0
msharetest,BBFPT,0.0,0.0,-1.0,22.0,0.0,0.0
msharetest,BENCHMARK,0.0,0.0,0.0,26.0,0.0,0.0
msharetest,BENCHMARK2,0.0,0.0,0.0,3.0,0.0,0.0
msharetest,BBFPT,0.0,0.0,-1.0,16.0,0.0,0.0
msharetest,BENCHMARK,0.0,0.0,0.0,14.0,0.0,0.0
msharetest,BENCHMARK2,0.0,0.0,0.0,4.0,0.0,0.0
msharetest,BBFPT,0.0,0.0,-1.0,14.0,0.0,0.0
msharetest,BENCHMARK,0.0,0.0,0.0,13.0,0.0,0.0
msharetest,BENCHMARK2,0.0,0.0,0.0,104.0,0.0,-145.65124200000008
msharetest,BBFPT,0.0,0.0,34.0,1908.0,0.0,-416.8435640000002
msharetest,BENCHMARK,0.0,0.0,0.0,12.0,0.0,0.0
msharetest,BENCHMARK2,0.0,0.0,0.0,114.0,0.0,-145.65124200000008
msharetest,BBFPT,0.0,0.0,34.0,1993.0,0.0,-416.8435640000002
msharetest,BENCHMARK,0.0,0.0,0.0,11757.0,0.0,81.0
msharetest,BENCHMARK2,0.0,0.0,0.0,12212.0,0.0,81.0
msharetest,BENCHMARK,0.0,0.0,0.0,12511.0,0.0,81.0
msharetest,BENCHMARK2,0.0,0.0,0.0,11653.0,0.0,81.0
msharetest,BENCHMARK,0.0,0.0,0.0,14.0,0.0,0.0
msharetest,BENCHMARK2,0.0,0.0,0.0,119.0,0.0,-2.3148318281252056E7
msharetest,BBFPT,0.0,0.0,-1.0,12.0,0.0,0.0
msharetest,BENCHMARK,0.0,0.0,0.0,9.0,0.0,0.0
msharetest,BENCHMARK2,0.0,0.0,0.0,163.0,0.0,-6.783780638896115E7
msharetest,BBFPT,0.0,0.0,-1.0,9.0,0.0,0.0
msharetest,BENCHMARK,0.0,0.0,0.0,3023.0,0.0,59958.0
msharetest,BENCHMARK2,0.0,0.0,0.0,3516.0,0.0,56532.0
msharetest,BBFPT,0.0,0.0,4.0,1855.0,0.0,59571.0
msharetest,BENCHMARK,0.0,0.0,0.0,2.0,0.0,100.0
msharetest,BENCHMARK2,0.0,0.0,0.0,56.0,0.0,40.0
msharetest,BBFPT,0.0,0.0,-1.0,3.0,0.0,100.0
msharetest,BENCHMARK,0.0,0.0,0.0,37.0,0.0,1582.0
msharetest,BENCHMARK2,0.0,0.0,0.0,118.0,0.0,572.0
msharetest,BBFPT,0.0,0.0,-1.0,4.0,0.0,1582.0
msharetest,BENCHMARK,0.0,0.0,0.0,15.0,0.0,2176.111734
msharetest,BENCHMARK2,0.0,0.0,0.0,291.0,0.0,1641.931644
msharetest,BBFPT,0.0,0.0,-1.0,8.0,0.0,4989.422625999999
msharetest,BENCHMARK,0.0,0.0,0.0,4.0,0.0,120.0
msharetest,BENCHMARK2,0.0,0.0,0.0,162.0,0.0,23.0
msharetest,BBFPT,0.0,0.0,-1.0,2.0,0.0,120.0
msharetest,BENCHMARK,5.388118124780952E-17,0.0,0.0,22020.0,0.0,0.0
msharetest,BENCHMARK2,5.174014320238195E-18,0.0,0.0,12363.0,0.0,0.0
msharetest,BENCHMARK,0.0,0.0,0.0,1629.0,0.0,-14611.48
msharetest,BBFPT,7.977539971592959E-4,1.0,1001.0,478003.0,1.0,-21241.46382602693
msharetest,BENCHMARK,0.0,0.0,0.0,1707.0,0.0,-14611.48
msharetest,BENCHMARK,0.0,0.0,0.0,2269.0,0.0,-14611.48
msharetest,BENCHMARK,0.0,0.0,0.0,606113.0,0.0,-23176.19
msharetest,BENCHMARK,0.0,0.0,0.0,685.0,0.0,2.0
msharetest,DADUSHT,0.181317226957732,1.0,100.0,255.0,1.0,0.637365546084536
msharetest,BENCHMARK,0.0,0.0,0.0,10.0,0.0,2.0
msharetest,DADUSHT,0.2685464756020474,1.0,100.0,181.0,0.0,0.8837429087735836
msharetest,BENCHMARK,0.0,0.0,0.0,10.0,0.0,2.0
msharetest,DADUSHT,0.16374980103670322,1.0,100.0,197.0,1.0,0.5686301032703345
msharetest,BENCHMARK,0.0,0.0,0.0,2.0,0.0,2.0
msharetest,DADUSHT,0.2121320343559632,1.0,100.0,199.0,1.0,-105.4
msharetest,BENCHMARK,0.0,0.0,0.0,2.0,0.0,2.0
msharetest,DADUSHT,0.0,0.0,2.0,19.0,0.0,2.0
msharetest,BENCHMARK,0.0,0.0,0.0,5.0,0.0,2.0
msharetest,BENCHMARK,0.0,0.0,0.0,3.0,0.0,2.0
msharetest,BENCHMARK,0.0,0.0,0.0,8.0,0.0,2.0
msharetest,BENCHMARK,0.0,0.0,0.0,2.0,0.0,2.0
msharetest,DADUSHT,0.25,1.0,100.0,167.0,1.0,1.5
msharetest,BENCHMARK,0.0,0.0,0.0,3.0,0.0,2.0
msharetest,DADUSHT,0.25,1.0,100.0,163.0,1.0,0.5
msharetest,BENCHMARK,0.0,0.0,0.0,7.0,0.0,2.0
msharetest,DADUSHT,2.4999981251827563E-7,1.0,100.0,155.0,1.0,0.999999500000375
msharetest,BENCHMARK,0.0,0.0,0.0,19.0,0.0,2.0
msharetest,DADUSHT,0.0,0.0,62.0,112.0,0.0,2.0
msharetest,BENCHMARK,0.0,0.0,0.0,14.0,0.0,2.0
msharetest,DADUSHT,0.0,0.0,57.0,90.0,0.0,2.0
msharetest,BENCHMARK,0.0,0.0,0.0,40.0,0.0,2.0
msharetest,DADUSHT,0.0,0.0,54.0,190.0,0.0,2.0
msharetest,BENCHMARK,0.0,0.0,0.0,80.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,6.0,105.0,0.0,-9.8420341E7
msharetest,BENCHMARK,0.0,0.0,0.0,13.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,1.0,18.0,0.0,534.0
msharetest,BENCHMARK,0.0,0.0,0.0,20.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,1.0,20.0,0.0,-282.0
msharetest,BENCHMARK,0.0,0.0,0.0,15.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,1.0,18.0,0.0,-466.0
msharetest,BENCHMARK,0.0,0.0,0.0,7.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,1.0,22.0,0.0,600.0
msharetest,BENCHMARK,0.0,0.0,0.0,20.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,1.0,18.0,0.0,0.0
msharetest,BENCHMARK,0.0,0.0,0.0,37.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,1.0,23.0,0.0,0.0
msharetest,BENCHMARK,0.0,0.0,0.0,14.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,1.0,26.0,0.0,817.0
msharetest,BENCHMARK,0.0,0.0,0.0,740.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,1.0,77.0,0.0,826.0
msharetest,BENCHMARK,0.0,0.0,0.0,12.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,1.0,18.0,0.0,856.0
msharetest,BENCHMARK,0.0,0.0,0.0,14.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,1.0,24.0,0.0,702.0
msharetest,BENCHMARK,0.0,0.0,0.0,13.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,1.0,17.0,0.0,983.0
msharetest,BENCHMARK,0.0,0.0,0.0,951.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,2.0,61.0,0.0,-1168062.0
msharetest,BENCHMARK,0.0,0.0,0.0,14.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,4.0,61.0,0.0,-1.8428492E7
msharetest,BENCHMARK,0.0,0.0,0.0,17.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,3.0,37.0,0.0,-1068623.0
msharetest,BENCHMARK,0.0,0.0,0.0,10.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,1.0,29.0,0.0,-138644.0
msharetest,BENCHMARK,0.0,0.0,0.0,17.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,1.0,26.0,0.0,-138644.0
msharetest,BENCHMARK,0.0,0.0,0.0,13.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,1.0,17.0,0.0,-138644.0
msharetest,BENCHMARK,0.0,0.0,0.0,19.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,1.0,21.0,0.0,-138644.0
msharetest,BENCHMARK,0.0,0.0,0.0,17.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,1.0,25.0,0.0,-138644.0
msharetest,BENCHMARK,0.0,0.0,0.0,8.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,1.0,19.0,0.0,-138644.0
msharetest,BENCHMARK,0.0,0.0,0.0,14.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,1.0,30.0,0.0,-138644.0
msharetest,BENCHMARK,0.0,0.0,0.0,9.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,1.0,31.0,0.0,-138644.0
msharetest,BENCHMARK,0.0,0.0,0.0,7.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,1.0,23.0,0.0,-138644.0
msharetest,BENCHMARK,0.0,0.0,0.0,12.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,1.0,32.0,0.0,-138644.0
msharetest,BENCHMARK,0.0,0.0,0.0,8.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,1.0,21.0,0.0,-138644.0
msharetest,BENCHMARK,0.0,0.0,0.0,7.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,1.0,26.0,0.0,-138644.0
msharetest,BENCHMARK,0.0,0.0,0.0,14.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,34.0,220.0,0.0,1057.0
msharetest,BENCHMARK,0.0,0.0,0.0,15.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,20.0,43.0,0.0,1057.0
msharetest,BENCHMARK,0.0,0.0,0.0,20.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,20.0,56.0,0.0,1057.0
msharetest,BENCHMARK,0.0,0.0,0.0,7.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,6.0,32.0,0.0,1057.0
msharetest,BENCHMARK,0.0,0.0,0.0,16.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,28.0,137.0,0.0,1057.0
msharetest,BENCHMARK,0.0,0.0,0.0,15.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,20.0,130.0,0.0,1057.0
msharetest,BENCHMARK,0.0,0.0,0.0,11.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,22.0,94.0,0.0,1057.0
msharetest,BENCHMARK,0.0,0.0,0.0,13.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,32.0,81.0,0.0,1057.0
msharetest,BENCHMARK,0.0,0.0,0.0,23.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,4.0,33.0,0.0,1057.0
msharetest,BENCHMARK,0.0,0.0,0.0,25.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,28.0,101.0,0.0,1057.0
msharetest,BENCHMARK,0.0,0.0,0.0,16.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,16.0,69.0,0.0,1057.0
msharetest,BENCHMARK,0.0,0.0,0.0,15.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,2.0,38.0,0.0,1057.0
msharetest,BENCHMARK,0.0,0.0,0.0,18.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,24.0,90.0,0.0,1057.0
msharetest,BENCHMARK,0.0,0.0,0.0,16.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,2.0,69.0,0.0,1057.0
msharetest,BENCHMARK,0.0,0.0,0.0,7.0,0.0,1061.0
msharetest,BENCHMARK,0.0,0.0,0.0,16.0,0.0,1061.0
msharetest,BENCHMARK,0.0,0.0,0.0,6.0,0.0,1061.0
msharetest,BENCHMARK,0.0,0.0,0.0,9.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,36.0,98.0,0.0,1057.0
msharetest,BENCHMARK,0.0,0.0,0.0,19.0,0.0,1061.0
msharetest,BENCHMARK,0.0,0.0,0.0,21.0,0.0,1061.0
msharetest,BENCHMARK,0.0,0.0,0.0,18.0,0.0,1061.0
msharetest,BENCHMARK,0.0,0.0,0.0,7.0,0.0,1061.0
msharetest,BENCHMARK,0.0,0.0,0.0,24.0,0.0,1061.0
msharetest,BENCHMARK,0.0,0.0,0.0,12.0,0.0,1061.0
msharetest,BENCHMARK,0.0,0.0,0.0,9.0,0.0,1061.0
msharetest,DADUSHT,0.0,0.0,62.0,177.0,0.0,1057.0
